2804:39fc:0000::/40,BR,BR-PR,Castro,
2804:39fc:0100::/40,BR,BR-PR,Castro,
2804:39fc:0200::/40,BR,BR-PR,Castro,
2804:39fc:0300::/40,BR,BR-PR,Castro,
